x	y	L8b2_24MART2014	L8b3_24MART2014	L8b4_24MART2014	L8b5_24MART2014	L8b2_25APR2014	L8b3_25APR2014	L8b4_25APR2014	L8b5_25APR2014	BG_24MART2014	BR_24MART2014	BNIR_24MART2014	GB_24MART2014	GR_24MART2014	GNIR_24MART2014	RB_24MART2014	RG_24MART2014	RNIR_24MART2014	NIRB_24MART2014	NIRG_24MART2014	NIRR_24MART2014	BG_25APR2014	BR_25APR2014	BNIR_25APR2014	GB_25APR2014	GR_25APR2014	GNIR_25APR2014	RB_25APR2014	RG_25APR2014	RNIR_25APR2014	NIRB_25APR2014	NIRG_25APR2014	NIRR_25APR2014	DEM	CScurv	CI	FA	TWI	LSF	CNBL	VDCN	VD	SLP	MRVBF	MRRTF	L8b2_mean	L8b3_mean	L8b4_mean	L8b5_mean	BG_mean	BR_mean	BNIR_mean	GB_mean	GR_mean	GNIR_mean	RB_mean	RG_mean	RNIR_mean	NIRB_mean	NIRG_mean	NIRR_mean
"33"	566520	5592300	0.0291	0.0361	0.044	0.0685	0.0404	0.05	0.0573	0.0913	0.806094	0.661364	0.424818	1.24055	0.820455	0.527007	1.512027	1.218837	0.642336	2.353952	1.897507	1.556818	0.808	0.705061	0.442497	1.237624	0.8726	0.547645	1.418317	1.146	0.627601	2.259901	1.826	1.593368	260.410614	0.000495	1.707004	8460.123047	7.419266	1.017061	209.444321	50.966293	29.525824	4.856892	0.289769	0.564494	0.03475	0.04305	0.05065	0.0799	0.807200929152149	0.686080947680158	0.434918648310388	1.23884892086331	0.84995064165844	0.538798498122653	1.45755395683453	1.17653890824623	0.633917396745932	2.29928057553957	1.85598141695703	1.57749259624877
"34"	566550	5592300	0.0276	0.0354	0.0419	0.0639	0.0402	0.0502	0.0575	0.0902	0.779661	0.658711	0.431925	1.282609	0.844869	0.553991	1.518116	1.183616	0.655712	2.315217	1.805085	1.52506	0.800797	0.69913	0.445676	1.248756	0.873043	0.556541	1.430348	1.145418	0.637472	2.243781	1.796813	1.568696	258.695099	0.000663	2.879069	7353.817871	7.302479	0.965663	209.432739	49.262352	31.0774	4.772263	0.259171	0.618587	0.0339	0.0428	0.0497	0.07705	0.792056074766355	0.682092555331992	0.439974042829332	1.26253687315634	0.861167002012073	0.555483452303699	1.46607669616519	1.16121495327103	0.645035691109669	2.27286135693215	1.80023364485981	1.55030181086519
"35"	566580	5592300	0.0278	0.0347	0.0418	0.0639	0.0407	0.051	0.0589	0.0927	0.801153	0.665072	0.435055	1.248201	0.830144	0.543036	1.503597	1.204611	0.654147	2.298561	1.841499	1.528708	0.798039	0.691002	0.439051	1.253071	0.865874	0.550162	1.447174	1.154902	0.635383	2.277641	1.817647	1.573854	256.824646	0.000696	4.093716	7016.734375	7.290396	0.945245	209.42186	47.402798	32.791359	4.711739	0.261012	0.625878	0.03425	0.04285	0.05035	0.0783	0.799299883313886	0.680238331678252	0.437420178799489	1.25109489051095	0.851042701092354	0.547254150702426	1.47007299270073	1.17502917152859	0.643039591315453	2.28613138686131	1.82730455075846	1.55511420059583
"36"	566610	5592300	0.0278	0.035	0.0429	0.0663	0.0407	0.0512	0.0601	0.0961	0.794286	0.648019	0.419306	1.258993	0.815851	0.527903	1.543165	1.225714	0.647059	2.384892	1.894286	1.545455	0.794922	0.677205	0.423517	1.257985	0.851913	0.532778	1.476658	1.173828	0.62539	2.361179	1.876953	1.599002	254.828369	0.000621	4.072667	7159.40625	7.413976	0.939424	209.41124	45.41713	34.634392	4.61536	0.293407	0.591423	0.03425	0.0431	0.0515	0.0812	0.794663573085847	0.66504854368932	0.42179802955665	1.25839416058394	0.836893203883495	0.530788177339901	1.5036496350365	1.19489559164733	0.634236453201971	2.37080291970803	1.88399071925754	1.57669902912621
"37"	566640	5592300	0.0273	0.0349	0.0426	0.0665	0.0414	0.052	0.0606	0.0988	0.782235	0.640845	0.410526	1.278388	0.819249	0.524812	1.560439	1.22063	0.640601	2.435897	1.905444	1.561033	0.796154	0.683168	0.419028	1.256039	0.858086	0.526316	1.463768	1.165385	0.61336	2.386473	1.9	1.630363	252.751175	0.000482	3.155939	7738.373535	7.542606	0.948161	209.400146	43.351017	36.562122	4.564593	0.357257	0.515291	0.03435	0.04345	0.0516	0.08265	0.790563866513234	0.665697674418605	0.415607985480944	1.26491994177584	0.842054263565892	0.525710828796128	1.50218340611354	1.18757192174914	0.62431941923775	2.4061135371179	1.90218642117376	1.60174418604651
"38"	566670	5592300	0.0307	0.0374	0.0474	0.0796	0.042	0.0539	0.0625	0.1142	0.820856	0.647679	0.385678	1.218241	0.789029	0.469849	1.543974	1.26738	0.595477	2.592834	2.128342	1.679325	0.779221	0.672	0.367776	1.283333	0.8624	0.471979	1.488095	1.159555	0.547285	2.719048	2.118738	1.8272	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.03635	0.04565	0.05495	0.0969	0.796276013143483	0.661510464058235	0.375128998968008	1.25584594222834	0.830755232029117	0.471104231166151	1.51169188445667	1.20372398685652	0.567079463364293	2.66574965612105	2.12267250821468	1.76342129208371
"39"	565920	5592330	0.0448	0.0611	0.0771	0.1351	0.0488	0.0661	0.0804	0.1382	0.733224	0.581064	0.331606	1.363839	0.792477	0.452258	1.720982	1.261866	0.570688	3.015625	2.211129	1.75227	0.738275	0.606965	0.353111	1.354508	0.822139	0.478292	1.647541	1.216339	0.581766	2.831967	2.090771	1.718906	299.669739	4.6e-05	0.789852	5815.562988	8.743335	0.127187	209.917191	89.752548	0	1.012521	1.380842	2.947072	0.0468	0.0636	0.07875	0.13665	0.735849056603774	0.594285714285714	0.342480790340285	1.35897435897436	0.807619047619048	0.465422612513721	1.68269230769231	1.23820754716981	0.57628979143798	2.91987179487179	2.14858490566038	1.7352380952381
"40"	565950	5592330	0.0448	0.0613	0.0793	0.1428	0.0516	0.0683	0.0841	0.1447	0.730832	0.564943	0.313725	1.368304	0.773014	0.429272	1.770089	1.293638	0.555322	3.1875	2.329527	1.800757	0.75549	0.613555	0.3566	1.323643	0.812128	0.472011	1.629845	1.231332	0.581202	2.804264	2.118594	1.720571	299.186157	4e-05	0.197162	6598.995605	8.590486	0.19935	209.890656	89.295494	0	1.395998	1.498494	2.871835	0.0482	0.0648	0.0817	0.14375	0.743827160493827	0.589963280293758	0.335304347826087	1.34439834024896	0.793145654834761	0.450782608695652	1.69502074688797	1.2608024691358	0.568347826086957	2.98236514522822	2.21836419753086	1.75948592411261
"41"	565980	5592330	0.0449	0.0618	0.0819	0.1496	0.051	0.0693	0.086	0.1498	0.726537	0.54823	0.300134	1.376392	0.754579	0.413102	1.824053	1.325243	0.54746	3.331849	2.420712	1.826618	0.735931	0.593023	0.340454	1.358824	0.805814	0.462617	1.686275	1.240981	0.574099	2.937255	2.161616	1.74186	298.369263	3.5e-05	-0.096254	7320.330078	8.318192	0.32959	209.859772	88.509491	0	2.02642	1.450068	1.970078	0.04795	0.06555	0.08395	0.1497	0.731502669717773	0.571173317450864	0.320307281229125	1.36704900938478	0.780821917808219	0.437875751503006	1.75078206465068	1.28070175438596	0.560788243152973	3.12200208550574	2.2837528604119	1.78320428826683
"42"	566010	5592330	0.0472	0.0677	0.0912	0.1632	0.0558	0.0766	0.0989	0.1674	0.697194	0.517544	0.289216	1.434322	0.742325	0.414828	1.932203	1.34712	0.558824	3.457627	2.410635	1.789474	0.728459	0.564206	0.333333	1.37276	0.77452	0.457587	1.772401	1.291123	0.5908	3	2.185379	1.692619	297.204742	1.7e-05	-0.268295	7827.994141	8.074184	0.492315	209.829086	87.375664	0.139214	2.740195	1.243714	0.775396	0.0515	0.07215	0.09505	0.1653	0.713790713790714	0.541820094687007	0.311554748941319	1.40097087378641	0.75907417148869	0.436479128856624	1.84563106796116	1.31739431739432	0.575015124016939	3.20970873786408	2.29106029106029	1.73908469226723
"43"	566040	5592330	0.0483	0.0672	0.0913	0.1667	0.0595	0.082	0.1076	0.1793	0.71875	0.529025	0.289742	1.391304	0.736035	0.403119	1.890269	1.358631	0.54769	3.451346	2.480655	1.825849	0.72561	0.552974	0.331846	1.378151	0.762082	0.457334	1.808403	1.312195	0.600112	3.013445	2.186585	1.666357	295.684753	-1.5e-05	-0.449726	8253.904297	7.919744	0.643569	209.798904	85.885849	0.643528	3.348629	0.913614	0.350536	0.0539	0.0746	0.09945	0.173	0.722520107238606	0.541980894922071	0.311560693641619	1.38404452690167	0.750125691302162	0.43121387283237	1.84508348794063	1.33310991957105	0.57485549132948	3.20964749536178	2.31903485254692	1.73956762192056
"44"	566070	5592330	0.058	0.0887	0.1203	0.2061	0.0641	0.0912	0.1193	0.1934	0.65389	0.482128	0.281417	1.52931	0.737323	0.430374	2.074138	1.356257	0.583697	3.553448	2.323563	1.713217	0.702851	0.537301	0.331437	1.422777	0.764459	0.471562	1.861155	1.308114	0.616856	3.017161	2.120614	1.621123	293.894714	-6e-05	-0.691265	8789.325195	7.875473	0.744446	209.769226	84.125481	1.487125	3.71464	0.710933	0.322883	0.06105	0.08995	0.1198	0.19975	0.678710394663702	0.509599332220367	0.305632040050063	1.47338247338247	0.750834724540901	0.450312891113892	1.96232596232596	1.33185102834908	0.599749687108886	3.27190827190827	2.22067815453029	1.66736227045075
"45"	566100	5592330	0.0694	0.108	0.1501	0.244	0.0763	0.1124	0.1499	0.2352	0.642593	0.462358	0.284426	1.556196	0.71952	0.442623	2.162824	1.389815	0.615164	3.51585	2.259259	1.625583	0.678826	0.509006	0.324405	1.473132	0.749833	0.477891	1.964613	1.33363	0.63733	3.082569	2.092527	1.569046	291.973511	-0.000112	-0.979715	9613.597656	7.935773	0.784747	209.740173	82.233345	2.56969	3.818255	0.679436	0.318899	0.07285	0.1102	0.15	0.2396	0.661070780399274	0.485666666666667	0.304048414023372	1.51269732326699	0.734666666666666	0.459933222036728	2.05902539464653	1.36116152450091	0.626043405676127	3.28894989704873	2.17422867513612	1.59733333333333
"46"	566130	5592330	0.0619	0.0977	0.1391	0.2359	0.07	0.1063	0.144	0.231	0.633572	0.445004	0.262399	1.578352	0.702372	0.414159	2.247173	1.423746	0.589657	3.810985	2.414534	1.695902	0.658514	0.486111	0.30303	1.518571	0.738194	0.460173	2.057143	1.354657	0.623377	3.3	2.173095	1.604167	290.047119	-0.000164	-1.272079	10672.664063	8.035627	0.8047	209.711502	80.335625	3.738008	3.831156	0.672704	0.317012	0.06595	0.102	0.14155	0.23345	0.64656862745098	0.465913104909926	0.282501606339687	1.54662623199393	0.720593429883433	0.436924394945384	2.14632297194845	1.38774509803922	0.606339687299208	3.53980288097043	2.28872549019608	1.64924055104203
"47"	566160	5592330	0.0535	0.0805	0.1127	0.1978	0.0615	0.0894	0.1187	0.1966	0.664596	0.474712	0.270475	1.504673	0.714286	0.406977	2.106542	1.4	0.569767	3.697196	2.457143	1.755102	0.687919	0.518113	0.312818	1.453658	0.753159	0.45473	1.930081	1.32774	0.603764	3.196748	2.199105	1.656276	288.090637	-0.000215	-1.52309	11849.171875	8.090446	0.876063	209.683868	78.406769	5.061579	4.022051	0.612453	0.310679	0.0575	0.08495	0.1157	0.1972	0.676868746321366	0.496974935177182	0.29158215010142	1.47739130434783	0.734226447709594	0.43078093306288	2.01217391304348	1.3619776339023	0.586713995943205	3.4295652173913	2.32136550912301	1.70440795159896
"48"	566190	5592330	0.0451	0.065	0.0878	0.1538	0.0524	0.0732	0.0926	0.1598	0.693846	0.513667	0.293238	1.441242	0.740319	0.422627	1.946785	1.350769	0.570871	3.410199	2.366154	1.751708	0.715847	0.565875	0.32791	1.396947	0.790497	0.458073	1.767176	1.265027	0.579474	3.049618	2.18306	1.725702	285.966522	-0.000257	-1.690049	13094.509766	8.087952	1.019464	209.657379	76.309143	6.661055	4.448409	0.567827	0.2966	0.04875	0.0691	0.0902	0.1568	0.705499276410999	0.540465631929047	0.310905612244898	1.4174358974359	0.766075388026607	0.440688775510204	1.85025641025641	1.30535455861071	0.575255102040816	3.21641025641026	2.26917510853835	1.73835920177384
"49"	566220	5592330	0.0529	0.0691	0.0874	0.1528	0.0455	0.0664	0.0757	0.1677	0.765557	0.605263	0.346204	1.306238	0.790618	0.452225	1.652174	1.264834	0.57199	2.888469	2.211288	1.748284	0.685241	0.601057	0.271318	1.459341	0.877147	0.395945	1.663736	1.14006	0.451401	3.685714	2.525602	2.215323	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.0492	0.06775	0.08155	0.16025	0.72619926199262	0.603310852237891	0.307020280811232	1.3770325203252	0.830778663396689	0.422776911076443	1.65752032520325	1.20369003690037	0.508892355694228	3.25711382113821	2.36531365313653	1.96505211526671
"50"	566310	5592330	0.0476	0.0608	0.0765	0.1235	0.0483	0.0717	0.086	0.16	0.782895	0.622222	0.385425	1.277311	0.794771	0.492308	1.607143	1.258224	0.619433	2.594538	2.03125	1.614379	0.67364	0.561628	0.301875	1.484472	0.833721	0.448125	1.780538	1.199442	0.5375	3.312629	2.23152	1.860465	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.04795	0.06625	0.08125	0.14175	0.72377358490566	0.590153846153846	0.338271604938272	1.38164754953076	0.815384615384615	0.467372134038801	1.69447340980188	1.22641509433962	0.573192239858907	2.95620437956204	2.13962264150943	1.74461538461538
"51"	566340	5592330	0.037	0.0465	0.0563	0.0859	0.0441	0.0582	0.0681	0.1101	0.795699	0.657194	0.430733	1.256757	0.825933	0.541327	1.521622	1.210753	0.655413	2.321622	1.847312	1.525755	0.757732	0.647577	0.400545	1.319728	0.854626	0.52861	1.544218	1.170103	0.618529	2.496598	1.891752	1.61674	273.829376	-7.1e-05	-0.207455	14836.177734	8.122187	1.170255	209.544891	64.284492	17.157633	4.854563	0.574477	0.250777	0.04055	0.05235	0.0622	0.098	0.774594078319007	0.651929260450161	0.413775510204082	1.29099876695438	0.841639871382637	0.534183673469388	1.53390875462392	1.18815663801337	0.63469387755102	2.41676942046856	1.8720152817574	1.57556270096463
"52"	566370	5592330	0.0308	0.0378	0.0451	0.0668	0.0431	0.0521	0.0605	0.0906	0.814815	0.682927	0.461078	1.227273	0.838137	0.565868	1.464286	1.193122	0.67515	2.168831	1.767196	1.481153	0.827255	0.712397	0.475717	1.208817	0.861157	0.575055	1.403712	1.161228	0.66777	2.102088	1.738963	1.497521	271.869507	-2e-05	0.247591	14497.758789	8.027964	1.286001	209.528885	62.340626	18.947449	5.236796	0.54004	0.245726	0.03695	0.04495	0.0528	0.0787	0.82202447163515	0.699810606060606	0.469504447268107	1.21650879566982	0.851325757575758	0.571156289707751	1.42895805142084	1.17463848720801	0.670902160101652	2.12990527740189	1.75083426028921	1.4905303030303
"53"	566400	5592330	0.0281	0.0353	0.0419	0.0612	0.0409	0.0486	0.0555	0.0843	0.796034	0.670644	0.45915	1.256228	0.842482	0.576797	1.491103	1.186969	0.684641	2.177936	1.733711	1.460621	0.841564	0.736937	0.485172	1.188264	0.875676	0.576512	1.356968	1.141975	0.658363	2.061125	1.734568	1.518919	269.44693	7.4e-05	1.090003	13780.547852	7.953579	1.317382	209.51178	59.93515	21.158987	5.375257	0.525014	0.245155	0.0345	0.04195	0.0487	0.07275	0.822407628128725	0.708418891170431	0.474226804123711	1.21594202898551	0.861396303901437	0.576632302405498	1.41159420289855	1.16090584028605	0.669415807560138	2.10869565217391	1.7342073897497	1.49383983572895
"54"	566430	5592330	0.0272	0.0327	0.039	0.0597	0.0391	0.0471	0.0535	0.0828	0.831804	0.697436	0.455611	1.202206	0.838461	0.547739	1.433824	1.192661	0.653266	2.194853	1.825688	1.530769	0.830149	0.730841	0.472222	1.204604	0.880374	0.568841	1.368286	1.135881	0.646135	2.117647	1.757962	1.547664	267.285339	0.000165	2.053981	12570.674805	8.026135	1.220886	209.495789	57.789566	23.11961	5.056116	0.556108	0.247055	0.03315	0.0399	0.04625	0.07125	0.830827067669173	0.716756756756757	0.465263157894737	1.20361990950226	0.862702702702703	0.56	1.39517345399698	1.15914786967419	0.649122807017544	2.14932126696833	1.78571428571429	1.54054054054054
"55"	566460	5592330	0.027	0.0326	0.0389	0.0581	0.0384	0.0462	0.0517	0.081	0.828221	0.694087	0.464716	1.207407	0.838046	0.561102	1.440741	1.193251	0.669535	2.151852	1.782209	1.493573	0.831169	0.742747	0.474074	1.203125	0.893617	0.57037	1.346354	1.119048	0.638272	2.109375	1.753247	1.566731	265.529572	3e-04	2.494495	10564.515625	7.7445	1.039229	209.481186	56.048367	24.687477	4.705931	0.438924	0.404925	0.0327	0.0394	0.0453	0.06955	0.82994923857868	0.721854304635762	0.470165348670022	1.20489296636086	0.869757174392936	0.566498921639109	1.38532110091743	1.1497461928934	0.651329978432782	2.12691131498471	1.76522842639594	1.53532008830022
"56"	566490	5592330	0.0278	0.0327	0.0397	0.06	0.039	0.0466	0.0534	0.0838	0.850153	0.700252	0.463333	1.176259	0.823678	0.545	1.428058	1.214067	0.661667	2.158273	1.834862	1.511335	0.83691	0.730337	0.465394	1.194872	0.872659	0.556086	1.369231	1.145923	0.637231	2.148718	1.798283	1.569288	263.903778	0.000462	3.043784	8636.71875	7.503974	0.940162	209.467438	54.436321	26.13327	4.561371	0.31324	0.56836	0.0334	0.03965	0.04655	0.0719	0.842370744010088	0.717508055853921	0.464534075104312	1.18712574850299	0.851772287862513	0.551460361613352	1.3937125748503	1.17402269861286	0.647426981919332	2.15269461077844	1.81336696090794	1.54457572502685
"57"	566520	5592330	0.0289	0.0372	0.0452	0.0681	0.0406	0.0514	0.0599	0.0926	0.776882	0.639381	0.424376	1.287197	0.823009	0.546256	1.564014	1.215054	0.66373	2.356401	1.830645	1.506637	0.789883	0.677796	0.438445	1.26601	0.858097	0.555076	1.475369	1.16537	0.646868	2.280788	1.801557	1.54591	262.150848	0.000593	4.087793	7542.822266	7.390327	0.923633	209.454651	52.696205	27.715866	4.579425	0.274928	0.621198	0.03475	0.0443	0.05255	0.08035	0.784424379232506	0.66127497621313	0.432482887367766	1.27482014388489	0.843006660323501	0.551337896701929	1.51223021582734	1.186230248307	0.654013690105787	2.31223021582734	1.813769751693	1.5290199809705
"58"	566550	5592330	0.0303	0.0402	0.0512	0.0791	0.044	0.0581	0.07	0.109	0.753731	0.591797	0.383059	1.326733	0.785156	0.508217	1.689769	1.273632	0.647282	2.610561	1.967662	1.544922	0.757315	0.628571	0.40367	1.320455	0.83	0.533028	1.590909	1.204819	0.642202	2.477273	1.876076	1.557143	260.238739	0.000648	4.349433	7159.768066	7.41611	0.937921	209.442657	50.79607	29.465843	4.609961	0.28934	0.599076	0.03715	0.04915	0.0606	0.09405	0.755849440488301	0.613036303630363	0.395002658160553	1.32301480484522	0.811056105610561	0.522594364699628	1.63122476446837	1.23296032553408	0.644338118022329	2.53162853297443	1.91353001017294	1.5519801980198
"59"	566580	5592330	0.0293	0.0384	0.0487	0.0749	0.0439	0.0569	0.0678	0.1074	0.763021	0.601643	0.391188	1.31058	0.788501	0.512684	1.662116	1.268229	0.6502	2.556314	1.950521	1.537988	0.771529	0.647493	0.408752	1.296127	0.839233	0.529795	1.544419	1.191564	0.631285	2.446469	1.887522	1.584071	258.195038	0.000598	3.852466	7291.098633	7.461749	0.966395	209.431351	48.763702	31.354837	4.674058	0.313645	0.562086	0.0366	0.04765	0.05825	0.09115	0.76810073452256	0.628326180257511	0.401535929786067	1.30191256830601	0.818025751072961	0.522764673614921	1.59153005464481	1.22245540398741	0.639056500274273	2.49043715846995	1.91290661070304	1.56480686695279
"60"	566610	5592330	0.0273	0.0347	0.0443	0.0687	0.0404	0.051	0.0606	0.0974	0.786744	0.616253	0.39738	1.271062	0.783296	0.505095	1.622711	1.276657	0.644833	2.516484	1.979827	1.55079	0.792157	0.666667	0.414784	1.262376	0.841584	0.523614	1.5	1.188235	0.622177	2.410891	1.909804	1.607261	256.009308	0.000465	3.03028	7872.270996	7.528929	0.991732	209.420303	46.588989	33.389126	4.712729	0.361512	0.498593	0.03385	0.04285	0.05245	0.08305	0.789964994165694	0.645376549094376	0.407585791691752	1.2658788774003	0.816968541468065	0.515954244431066	1.54948301329394	1.22403733955659	0.631547260686333	2.45347119645495	1.93815635939323	1.58341277407054
"61"	566640	5592330	0.0274	0.0353	0.0436	0.0663	0.04	0.05	0.0597	0.0941	0.776204	0.62844	0.413273	1.288321	0.809633	0.532428	1.591241	1.235127	0.657617	2.419708	1.878187	1.520642	0.8	0.670017	0.42508	1.25	0.837521	0.53135	1.4925	1.194	0.634431	2.3525	1.882	1.576214	253.767975	0.000304	2.089118	8853.02832	7.65469	1.002182	209.408875	44.3591	35.482746	4.666929	0.448989	0.401041	0.0337	0.04265	0.05165	0.0802	0.790152403282532	0.652468538238141	0.420199501246883	1.26557863501484	0.825750242013553	0.531795511221945	1.5326409495549	1.21101992966002	0.644014962593516	2.37982195845697	1.88042203985932	1.55275895450145
"62"	566670	5592330	0.0274	0.0354	0.0434	0.066	0.0412	0.0517	0.0624	0.0974	0.774011	0.631336	0.415152	1.291971	0.815668	0.536364	1.583942	1.225989	0.657576	2.408759	1.864407	1.520737	0.796905	0.660256	0.422998	1.254854	0.828526	0.530801	1.514563	1.206963	0.640657	2.364078	1.883946	1.560897	251.525345	0.000159	1.194048	10461.583008	7.832833	1.017914	209.396881	42.128464	37.581821	4.605009	0.592708	0.265436	0.0343	0.04355	0.0529	0.0817	0.78760045924225	0.648393194706994	0.419828641370869	1.26967930029155	0.823251417769376	0.533047735618115	1.54227405247813	1.21469575200918	0.647490820073439	2.38192419825073	1.8760045924225	1.54442344045369
"63"	566700	5592330	0.0271	0.034	0.0413	0.0636	0.041	0.0511	0.0612	0.1001	0.797059	0.656174	0.426101	1.254613	0.823245	0.534591	1.523985	1.214706	0.649371	2.346864	1.870588	1.539952	0.802348	0.669935	0.40959	1.246341	0.834967	0.51049	1.492683	1.197652	0.611389	2.441463	1.958904	1.635621	249.323151	5.9e-05	0.450301	12907.015625	8.06368	1.031421	209.383881	39.939278	39.646343	4.505493	0.671661	0.200301	0.03405	0.04255	0.05125	0.08185	0.800235017626322	0.664390243902439	0.416004886988393	1.2496328928047	0.830243902439024	0.519853390348198	1.50513950073421	1.20446533490012	0.626145387904704	2.40381791483113	1.92361927144536	1.59707317073171
"64"	566730	5592330	0.0282	0.0354	0.0435	0.0738	0.0404	0.0523	0.0597	0.1114	0.79661	0.648276	0.382114	1.255319	0.813793	0.479675	1.542553	1.228814	0.589431	2.617021	2.084746	1.696552	0.772467	0.676717	0.362657	1.294554	0.876047	0.469479	1.477723	1.141491	0.535907	2.757426	2.130019	1.865997	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	-99999	0.0343	0.04385	0.0516	0.0926	0.782212086659065	0.664728682170543	0.370410367170626	1.27842565597668	0.849806201550388	0.47354211663067	1.50437317784257	1.17673888255416	0.557235421166307	2.6997084548105	2.11174458380844	1.79457364341085
"65"	565890	5592360	0.0378	0.0498	0.0611	0.109	0.0436	0.0592	0.07	0.1188	0.759036	0.618658	0.346789	1.31746	0.815057	0.456881	1.616402	1.226908	0.56055	2.883598	2.188755	1.783961	0.736486	0.622857	0.367003	1.357798	0.845714	0.498316	1.605505	1.182432	0.589226	2.724771	2.006757	1.697143	300.112091	9.1e-05	3.386695	4634.212402	8.872954	0.063573	209.962814	90.149292	0	0.631266	0.683953	3.014591	0.0407	0.0545	0.06555	0.1139	0.746788990825688	0.620900076277651	0.357330992098332	1.33906633906634	0.831426392067124	0.478489903424056	1.61056511056511	1.20275229357798	0.57550482879719	2.7985257985258	2.08990825688073	1.73760488176964
"66"	565920	5592360	0.0412	0.0561	0.0717	0.1299	0.0494	0.069	0.0848	0.1447	0.734403	0.574616	0.317167	1.36165	0.782427	0.431871	1.740291	1.278075	0.551963	3.152912	2.315508	1.811715	0.715942	0.582547	0.341396	1.396761	0.813679	0.476849	1.716599	1.228986	0.58604	2.92915	2.097102	1.706368	299.836029	9.6e-05	2.562565	5218.179688	8.889424	0.086432	209.936401	89.899612	0	0.768096	1.043792	2.963179	0.0453	0.06255	0.07825	0.1373	0.724220623501199	0.578913738019169	0.32993445010925	1.38079470198675	0.799361022364217	0.455571740713765	1.72737306843267	1.25099920063949	0.569919883466861	3.03090507726269	2.19504396482814	1.75463258785942
"67"	565950	5592360	0.0444	0.061	0.0789	0.1449	0.0539	0.0727	0.0919	0.16	0.727869	0.562738	0.306418	1.373874	0.773131	0.42098	1.777027	1.293443	0.544513	3.263514	2.37541	1.836502	0.741403	0.586507	0.336875	1.348794	0.791077	0.454375	1.705009	1.264099	0.574375	2.96846	2.200825	1.741023	299.388916	0.000118	1.980676	5870.424316	8.696235	0.146697	209.905518	89.483398	0	1.121486	1.241619	2.919603	0.04915	0.06685	0.0854	0.15245	0.735228122662678	0.575526932084309	0.322400787143326	1.36012207527976	0.782786885245902	0.438504427681207	1.73753814852492	1.27748691099476	0.560183666775992	3.10172939979654	2.28047868362005	1.78512880562061
"68"	565980	5592360	0.0499	0.0702	0.0917	0.1611	0.0534	0.0739	0.0909	0.1516	0.710826	0.544166	0.309745	1.406814	0.76554	0.435754	1.837675	1.306268	0.569212	3.228457	2.294872	1.756816	0.722598	0.587459	0.352243	1.383895	0.812981	0.487467	1.702247	1.230041	0.599604	2.838951	2.051421	1.667767	298.714386	0.000147	1.662963	6229.552734	8.321703	0.259673	209.874786	88.8396	0	1.727071	1.190619	2.672876	0.05165	0.07205	0.0913	0.15635	0.716863289382373	0.565717415115006	0.330348576910777	1.39496611810261	0.789156626506024	0.46082507195395	1.7676669893514	1.26717557251908	0.583946274384394	3.027105517909	2.17002081887578	1.71248630887185
"69"	566010	5592360	0.0527	0.0759	0.1017	0.1755	0.0584	0.0802	0.1022	0.1681	0.694335	0.518191	0.300285	1.440228	0.746313	0.432479	1.929791	1.339921	0.579487	3.330171	2.312253	1.725664	0.72818	0.571429	0.347412	1.373288	0.784736	0.477097	1.75	1.274314	0.607971	2.878425	2.09601	1.644814	297.681244	0.000162	1.424	6468.069336	7.981798	0.420041	209.844223	87.837021	0.006687	2.494019	0.971399	1.336006	0.05555	0.07805	0.10195	0.1718	0.711723254324151	0.544874938695439	0.323341094295693	1.4050405040504	0.765571358509073	0.45430733410943	1.83528352835284	1.30621396540679	0.593422584400466	3.09270927092709	2.2011531069827	1.68513977439922
"70"	566040	5592360	0.0502	0.0685	0.0946	0.1714	0.0613	0.084	0.1067	0.1779	0.732847	0.530655	0.292882	1.364542	0.724101	0.39965	1.884462	1.381022	0.551925	3.414342	2.50219	1.811839	0.729762	0.574508	0.344576	1.37031	0.787254	0.472175	1.74062	1.270238	0.599775	2.902121	2.117857	1.667291	296.240784	0.000152	1.15471	6761.889648	7.765967	0.58541	209.814102	86.426666	0.302233	3.207271	0.715821	0.490911	0.05575	0.07625	0.10065	0.17465	0.731147540983606	0.553899652260308	0.319209848267965	1.36771300448431	0.757575757575758	0.436587460635557	1.80538116591928	1.32	0.576295448038935	3.13273542600897	2.29049180327869	1.73522106308992
